chr6:31707522..31708585,.	HS_chr6_31708022_31708085	16	ABHD16A,ABHD16A_ENST00000538874,APOM,ATP6V1G2,BAG6,BAG6_ENST00000404765,C6orf26,C6orf48_ENST00000375636,CFB,CSNK2B,GPANK1,HSPA1B,HSPA1L,LY6G5C,MSH5-C6orf26,NFKBIL1,VARS	TCGA-BH-A0B9	chr6:31513835..31514836,-,chr6:31514971..31515972,+,chr6:31619039..31620040,-,chr6:31623243..31624244,+,chr6:31631754..31632755,-,chr6:31634108..31635109,+,chr6:31647649..31648650,-,chr6:31668265..31669266,-,chr6:31670557..31671558,-,chr6:31727996..31728997,+,chr6:31730331..31731332,+,chr6:31762493..31763494,-,chr6:31779248..31780249,-,chr6:31795227..31796228,+,chr6:31802224..31803225,+,chr6:31913498..31914499,+	16
chr1:45196252..45197313,.	HS_chr1_45196752_45196813	15	B4GALT2_ENST00000309519,BEST4,BTBD19,BTBD19_ENST00000450269,ENSG00000173863,HECTD3_ENST00000372172,KIF2C,KIF2C_ENST00000455186,MUTYH,PLK3,PTCH2_ENST00000438067,RPS8,TCTEX1D4,TMEM53,TMEM53_ENST00000372242,TMEM53_ENST00000372244,TOE1,UROD	TCGA-C8-A12Q	chr1:44445183..44446184,+,chr1:45139562..45140563,-,chr1:45142392..45143393,-,chr1:45205104..45206105,+,chr1:45205171..45206172,+,chr1:45240768..45241769,+,chr1:45252876..45253877,-,chr1:45265752..45266753,+,chr1:45271839..45272840,-,chr1:45273992..45274993,+,chr1:45288431..45289432,-,chr1:45476428..45477429,-,chr1:45477437..45478438,+,chr1:45805424..45806425,+,chr1:45805425..45806426,-	15
chr16:30669251..30670285,.	HS_chr16_30669751_30669785	14	CD2BP2,DCTPP1,FBXL19_ENST00000380310,MAZ,MAZ_ENST00000322945,NR_002453_4,SMG1,PHKG2,PHKG2_ENST00000328273,SEPHS2,SEPHS2_ENST00000478753,SRCAP,ZNF688,ZNF688_ENST00000395219,ZNF747,ZNF747_ENST00000535210,ZNF764,ZNF768,ZNF785	TCGA-B6-A0IJ	chr16:29817522..29818523,+,chr16:30345874..30346875,-,chr16:30365501..30366502,-,chr16:30440800..30441801,-,chr16:30456547..30457548,-,chr16:30537233..30538234,-,chr16:30545499..30546500,-,chr16:30569002..30570003,-,chr16:30582449..30583450,-,chr16:30583095..30584096,-,chr16:30596431..30597432,-,chr16:30711645..30712646,+,chr16:30759641..30760642,+,chr16:30935553..30936554,+	14
chr1:11967660..11968664,.	HS_chr1_11968160_11968164	13	AGTRAP,AGTRAP_ENST00000452018,C1orf167,CLCN6,CLCN6_ENST00000376497,EXOSC10,EXOSC10_ENST00000544779,FBXO2,FBXO44,MIIP,MTHFR,MTHFR_ENST00000376583,MTHFR_ENST00000423400,NPPA,NPPB,PLOD1,PLOD1_ENST00000358133,PLOD1_ENST00000376369,PLOD1_ENST00000429000	TCGA-A2-A04T	chr1:11159387..11160388,-,chr1:11713896..11714897,-,chr1:11715392..11716393,+,chr1:11795765..11796766,+,chr1:11838244..11839245,+,chr1:11862672..11863673,-,chr1:11862741..11863742,-,chr1:11863070..11864071,-,chr1:11865819..11866820,+,chr1:11907240..11908241,-,chr1:11918389..11919390,-,chr1:11994336..11995337,+,chr1:12081283..12082284,+	13
chr19:751234..752283,.	HS_chr19_751734_751783	13	BSG,BSG_ENST00000346916,C19orf21,C19orf22,CDC34,CFD,FSTL3,FSTL3_ENST00000166139,HCN2,PALM,POLRMT,POLRMT_ENST00000588649,PTBP1,RNF126	TCGA-AR-A0TX	chr19:531431..532432,+,chr19:571047..572048,+,chr19:572134..573135,+,chr19:589445..590446,+,chr19:633011..634012,-,chr19:633056..634057,-,chr19:662620..663621,-,chr19:675923..676924,+,chr19:708646..709647,+,chr19:756446..757447,+,chr19:796997..797998,+,chr19:859189..860190,+,chr19:912656..913657,-	13
chr11:65266224..65267264,.	HS_chr11_65266724_65266764	12	CAPN1,DPF2,EHBP1L1,FAM89B,FAM89B_ENST00000449319,FAU,LTBP3,MAP3K11,MRPL49,MUS81,MUS81_ENST00000308110,PCNXL3,Q9H6A9_HUMAN,PCNXL3_ENST00000355703,SSSCA1	TCGA-BH-A0DK	chr11:64888784..64889785,-,chr11:64889318..64890319,+,chr11:64949672..64950673,+,chr11:65100857..65101858,+,chr11:65324929..65325930,-,chr11:65337462..65338463,+,chr11:65339640..65340641,+,chr11:65343273..65344274,+,chr11:65380726..65381727,-,chr11:65383282..65384283,+,chr11:65384236..65385237,+,chr11:65627724..65628725,+	12
chr16:31085261..31086329,.	HS_chr16_31085761_31085829	12	ARMC5,ARMC5_ENST00000457010,BCKDK,BCKDK_ENST00000394951,ENSG00000268863,FUS,FUS_ENST00000254108,HSD3B7,KAT8,MYST1,ORAI3,PRSS8,SETD1A,STX1B,STX4	TCGA-E2-A152	chr16:30960110..30961111,+,chr16:30969552..30970553,+,chr16:30996479..30997480,+,chr16:30997032..30998033,-,chr16:31021216..31022217,-,chr16:31044626..31045627,+,chr16:31120044..31121045,+,chr16:31128502..31129503,+,chr16:31146318..31147319,-,chr16:31191035..31192036,+,chr16:31469217..31470218,+,chr16:31470345..31471346,+	12
chr3:50305887..50306913,.	HS_chr3_50306387_50306413	12	CISH,CISH_ENST00000443053,CYB561D2,GNAI2,GNAI2_ENST00000266027,HYAL2,HYAL3,IFRD2,IFRD2_ENST00000429673,NAT6,NPRL2,RASSF1	TCGA-B6-A0IJ	chr3:50273267..50274268,+,chr3:50288605..50289606,+,chr3:50329396..50330397,-,chr3:50329848..50330849,-,chr3:50332532..50333533,-,chr3:50336144..50337145,-,chr3:50357419..50358420,-,chr3:50377735..50378736,-,chr3:50387582..50388583,-,chr3:50388364..50389365,+,chr3:50647373..50648374,-,chr3:50648580..50649581,-	12
chr6:26250096..26251144,.	HS_chr6_26250596_26250644	12	HIST1H1B,HIST1H2AG,HIST1H2AH,HIST1H2AK,HIST1H2AL,HIST1H2BB,HIST1H2BJ,HIST1H2BK,HIST1H2BK_ENST00000396891,HIST1H2BN,HIST1H3C,HIST1H4J,HIST1H4K	TCGA-AR-A0TX	chr6:26043384..26044385,-,chr6:26045138..26046139,+,chr6:27100028..27101029,-,chr6:27100350..27101351,+,chr6:27114076..27115077,-,chr6:27114407..27115408,+,chr6:27791402..27792403,+,chr6:27798804..27799805,-,chr6:27805616..27806617,-,chr6:27805939..27806940,+,chr6:27832632..27833633,+,chr6:27834806..27835807,-	12
chr9:35657540..35658568,.	HS_chr9_35658040_35658068	11	CREB3,GBA2,GBA2_ENST00000378094,GBA2_ENST00000545786,GBA2_ENST00000378088,HINT2,RGP1,RGP1_ENST00000378078,SIT1,SPAG8,SPAG8_ENST00000396638,TESK1,TLN1,TPM2,TPM2_ENST00000378292,TPM2_ENST00000378300	TCGA-AN-A0AT	chr9:35605116..35606117,+,chr9:35650349..35651350,-,chr9:35689313..35690314,-,chr9:35725190..35726191,-,chr9:35732269..35733270,+,chr9:35737748..35738749,-,chr9:35748200..35749201,-,chr9:35748702..35749703,+,chr9:35749252..35750253,+,chr9:35811643..35812644,-,chr9:35814475..35815476,-	11
chr1:45185186..45186270,.	HS_chr1_45185686_45185770	10	BTBD19,BTBD19_ENST00000450269,ENSG00000173863,KIF2C,KIF2C_ENST00000372217,KIF2C_ENST00000455186,PLK3,PTCH2_ENST00000438067,RPS8,TCTEX1D4,TMEM53,TMEM53_ENST00000372242,TMEM53_ENST00000372244	TCGA-AO-A0J6	chr1:45139562..45140563,-,chr1:45142392..45143393,-,chr1:45205104..45206105,+,chr1:45205171..45206172,+,chr1:45211928..45212929,+,chr1:45240768..45241769,+,chr1:45265752..45266753,+,chr1:45271839..45272840,-,chr1:45273992..45274993,+,chr1:45288431..45289432,-	10
chr16:30647428..30648466,.	HS_chr16_30647928_30647966	10	DCTPP1,FBRS_ENST00000356166,PHKG2,PHKG2_ENST00000328273,PRR14,SEPHS2,SEPHS2_ENST00000478753,SRCAP,ZNF689,ZNF768,ZNF771,ZNF785	TCGA-A2-A04Q	chr16:30418874..30419875,+,chr16:30440800..30441801,-,chr16:30456547..30457548,-,chr16:30537233..30538234,-,chr16:30596431..30597432,-,chr16:30620861..30621862,-,chr16:30662466..30663467,+,chr16:30670339..30671340,+,chr16:30711645..30712646,+,chr16:30759641..30760642,+	10
chr16:89629809..89630829,.	HS_chr16_89630309_89630329	10	C16orf55,C16orf7,CDK10,CDK10_ENST00000353379,CDT1,CHMP1A,CHMP1A_ENST00000397901,SPATA2L,SPATA2L_ENST00000335360,SPG7,SPG7_ENST00000341316,SPIRE2,ZNF276,ZNF276_ENST00000443381	TCGA-A8-A08L	chr16:88869739..88870740,+,chr16:89574325..89575326,+,chr16:89723495..89724496,-,chr16:89723709..89724710,+,chr16:89752618..89753619,+,chr16:89767139..89768140,-,chr16:89786768..89787769,-,chr16:89787548..89788549,+,chr16:89788458..89789459,+,chr16:89894458..89895459,+	10
chr8:145978205..145979258,.	HS_chr8_145978705_145978758	10	COMMD5,CYHR1,CYHR1_ENST00000438911,FOXH1,KIFC2,LRRC14,MFSD3,RECQL4,RPL8,ZNF517,ZNF7	TCGA-B6-A0RE	chr8:145689783..145690784,-,chr8:145691302..145692303,+,chr8:145700638..145701639,-,chr8:145734216..145735217,+,chr8:145742667..145743668,-,chr8:145744609..145745610,+,chr8:146017013..146018014,-,chr8:146027799..146028800,+,chr8:146053972..146054973,+,chr8:146076222..146077223,-	10
chr1:153962670..153963741,.	HS_chr1_153963170_153963241	9	C1orf43,C1orf43_ENST00000368521,GATAD2B,HAX1,ILF2,ILF2_ENST00000368681,NPR1,S100A14,SLC27A3,TPM3,TPM3_ENST00000368531,TPM3_ENST00000368530	TCGA-AO-A0J2	chr1:153587833..153588834,-,chr1:153642897..153643898,-,chr1:153651084..153652085,+,chr1:153747332..153748333,+,chr1:153800322..153801323,-,chr1:154155094..154156095,-,chr1:154163993..154164994,-,chr1:154192382..154193383,-,chr1:154244699..154245700,+	9
chr11:65554871..65555905,.	HS_chr11_65555371_65555405	9	C11orf68,C11orf68_ENST00000438576,CFL1,DRAP1,KAT5,MAP3K11,MUS81,MUS81_ENST00000308110,PCNXL3_ENST00000355703,RELA	TCGA-A8-A08L	chr11:65380726..65381727,-,chr11:65383282..65384283,+,chr11:65429802..65430803,-,chr11:65479238..65480239,+,chr11:65625069..65626070,-,chr11:65627724..65628725,+,chr11:65685184..65686185,-,chr11:65686001..65687002,-,chr11:65686472..65687473,+	9
chr14:77923499..77924652,.	HS_chr14_77923999_77924152	9	ALKBH1,GSTZ1,GSTZ1_ENST00000216465,ISM2,POMT2,SAMD15,SLIRP,SPTLC2,TMED8	TCGA-B6-A0I2	chr14:77786523..77787524,-,chr14:77787011..77788012,+,chr14:77793344..77794345,+,chr14:77842895..77843896,-,chr14:77843261..77844262,+,chr14:77964635..77965636,-,chr14:78082421..78083422,-,chr14:78173846..78174847,-,chr14:78173954..78174955,+	9
chr16:2258520..2259555,.	HS_chr16_2259020_2259055	9	ATP6V0C,CASKIN1_ENST00000382453,DNASE1L2,E4F1,E4F1_ENST00000301727,ECI1,ENSG00000167970,FAM173A,RAB26,TRAF7	TCGA-AO-A0J2	chr16:2199444..2200445,+,chr16:2213421..2214422,+,chr16:2238630..2239631,-,chr16:2273114..2274115,+,chr16:2286317..2287318,+,chr16:2301066..2302067,-,chr16:2303237..2304238,+,chr16:2563604..2564605,+,chr16:770774..771775,+	9
chr19:50003440..50004442,.	HS_chr19_50003940_50003942	9	ALDH16A1,BCL2L12,FLT3LG,IRF3,PIH1D1,PRR12_ENST00000418929,PRRG2,RRAS,SCAF1	TCGA-AR-A0TX	chr19:49954330..49955331,-,chr19:49956088..49957089,+,chr19:49977396..49978397,+,chr19:50085976..50086977,+,chr19:50094411..50095412,+,chr19:50142854..50143855,-,chr19:50147783..50148784,+,chr19:50167594..50168595,-,chr19:50168580..50169581,+	9
chr7:99698302..99699323,.	HS_chr7_99698802_99698823	9	C7orf43,C7orf59,CPSF4,MEPCE,PCOLCE,PDAP1,SRRT,TRIM4,TRIM4_ENST00000354241,VGF	TCGA-A8-A08L	chr7:100027141..100028142,+,chr7:100199579..100200580,+,chr7:100472711..100473712,+,chr7:100807623..100808624,-,chr7:99005670..99006671,-,chr7:99036205..99037206,+,chr7:99516523..99517524,-,chr7:99746095..99747096,+,chr7:99755621..99756622,-	9
chr12:56862165..56863199,.	HS_chr12_56862665_56862699	8	ANKRD52,BAZ2A,BAZ2A_ENST00000379441,BAZ2A_ENST00000551812,CNPY2,CS,GLS2,NAB2,SMARCC2,SMARCC2_ENST00000267064,SMARCC2_ENST00000394023	TCGA-A2-A0EY	chr12:56582744..56583745,-,chr12:56651552..56652553,-,chr12:56693484..56694485,-,chr12:56708500..56709501,-,chr12:56881401..56882402,-,chr12:57029468..57030469,-,chr12:57029576..57030577,-,chr12:57482554..57483555,+	8
chr17:36903417..36904494,.	HS_chr17_36903917_36903994	8	CISD3,CISD3_ENST00000439660,CWC25,ENSG00000179294,LASP1,MLLT6,MLLT6_ENST00000325718,PIP4K2B,RPL23,SRCIN1	TCGA-AN-A0G0	chr17:36761457..36762458,-,chr17:36830247..36831248,-,chr17:36861385..36862386,+,chr17:36886111..36887112,+,chr17:36955176..36956177,-,chr17:36980935..36981936,-,chr17:37009462..37010463,-,chr17:37025942..37026943,+	8
chr17:36905742..36906782,.	HS_chr17_36906242_36906282	8	C17orf98,CISD3,CISD3_ENST00000439660,ENSG00000179294,LASP1,MLLT6,MLLT6_ENST00000325718,PIP4K2B,RPL23,SRCIN1	TCGA-A8-A07B	chr17:36761457..36762458,-,chr17:36830247..36831248,-,chr17:36861385..36862386,+,chr17:36886111..36887112,+,chr17:36955176..36956177,-,chr17:36997141..36998142,-,chr17:37009462..37010463,-,chr17:37025942..37026943,+	8
